2.000000000000000111e-01 0.000000000000000000e+00
2.117067622602691601e-01 1.374590770207149981e-01
2.328054090891517880e-01 2.789170821635126307e-01
2.664325795868323077e-01 4.295832120891469597e-01
3.183906568421506211e-01 5.955454589228328377e-01
3.993291452308823652e-01 7.842348694856303704e-01
5.294384512492379402e-01 1.004224180825117330e+00
7.487153333952514256e-01 1.261660637194972123e+00
1.138024803769617010e+00 1.541582960719496187e+00
1.841632565790429332e+00 1.728135033697496992e+00
2.915890918546526045e+00 1.381758949578834939e+00
3.544416226022379490e+00 7.080225899100744346e-16
2.828555431094135209e+00 -1.261397206649919056e+00
1.849558447430598829e+00 -1.536949724134134776e+00
1.220528218343306159e+00 -1.377525153619659548e+00
8.622349129441551074e-01 -1.138675803563625966e+00
6.538588777644248617e-01 -9.139346195502155989e-01
5.276683804325146276e-01 -7.177542231602599410e-01
4.491965342237655978e-01 -5.467012632004550898e-01
4.006132484885881473e-01 -3.945818302361197016e-01
3.724606558536073253e-01 -2.557377086131464305e-01
3.597842098714058023e-01 -1.254968247727239195e-01
3.603303395919151830e-01 -1.065641164826010844e-16
3.737630157877662174e-01 1.240445890492856279e-01
4.014641715474795980e-01 2.495324314115419384e-01
4.467765671658843751e-01 3.789754957065850638e-01
5.157123915105066292e-01 5.141920412048525124e-01
6.182421351889112460e-01 6.552516554444466346e-01
7.701654319660139469e-01 7.976264455016571775e-01
9.945228785029796015e-01 9.251771284010068541e-01
1.316922456771338457e+00 9.951363477292461956e-01
1.736035915783587846e+00 9.177437439978853861e-01
2.145686108012048177e+00 5.781906968900927257e-01
2.305365705614981664e+00 7.925995590374061686e-16
2.095185923567922437e+00 -5.405691759089612525e-01
1.698195809942915080e+00 -8.229809116739394970e-01
1.323143606434180386e+00 -8.775410040273289303e-01
1.040018016729898021e+00 -8.129478565047121297e-01
8.422837936623990274e-01 -7.016583964881355495e-01
7.075448036088204384e-01 -5.773683961522254604e-01
6.169121589757368129e-01 -4.532495312620239414e-01
5.575391665261890672e-01 -3.334870990599558271e-01
5.213519817686075308e-01 -2.186308996983150621e-01
5.035994255353730686e-01 -1.078712404495423133e-01
5.018668648674863286e-01 -1.832389162312292209e-16
5.155274363810736782e-01 1.061409219795935444e-01
5.455182997295195957e-01 2.113519586897543434e-01
5.943491573640440340e-01 3.156878932100413704e-01
6.662445813242008352e-01 4.177746042685941963e-01
7.672101659416857844e-01 5.135349943994076405e-01
9.044466766980527872e-01 5.939431602761537921e-01
1.083667890266622136e+00 6.416842030497765803e-01
1.301583175652886171e+00 6.283620448079764165e-01
1.531696859542938105e+00 5.191430830116806616e-01
1.713046697029702692e+00 2.969613611495098282e-01
1.772224821676325446e+00 -1.245970230074881012e-15
1.684457493629018421e+00 -2.813779518163239679e-01
1.498379882699114818e+00 -4.715543480008541066e-01
1.286128291448662031e+00 -5.555309528328584712e-01
1.094594078690674488e+00 -5.587861973762698886e-01
9.404001918274912386e-01 -5.129932409228062928e-01
8.236536937039204975e-01 -4.412574234377245053e-01
7.389136224598559233e-01 -3.572978398959451019e-01
6.802573400187036379e-01 -2.684315191898689057e-01
6.429515361724491562e-01 -1.782832790943276180e-01
6.237568208820521987e-01 -8.854128791551467426e-02
6.208157632573375606e-01 -2.257958902442854633e-16
6.334751140373158229e-01 8.679251753432692951e-02
6.621365344365238714e-01 1.710497442705651849e-01
7.081176547233188900e-01 2.512607786820602040e-01
7.734234951826317594e-01 3.245815885818800206e-01
8.602148112835305005e-01 3.860355188417113337e-01
9.695917128628437354e-01 4.276164665014264288e-01
1.099184083371471443e+00 4.378362453920192632e-01
1.239404006610262066e+00 4.031384398832196236e-01
1.370011229387780860e+00 3.133317960978977412e-01
1.461913462575705092e+00 1.712607677706063647e-01
1.489047609480036005e+00 5.217509399505727132e-16
1.444714849008074120e+00 -1.635421813403656333e-01
1.346089594501916009e+00 -2.874590012364441893e-01
1.221816286266850682e+00 -3.585721016150569818e-01
1.096728135130192072e+00 -3.808670817901898542e-01
9.855068282158765403e-01 -3.661484569305331060e-01
8.940958356820499775e-01 -3.266096676283246070e-01
8.233548265022893053e-01 -2.717710268832340681e-01
7.719605927442682036e-01 -2.081613604853254917e-01
7.380551448284227156e-01 -1.399959018252728560e-01
7.200110569485502765e-01 -6.998386853804991481e-02
7.167184304324563104e-01 -2.382254921189597224e-16
7.276403210569278857e-01 6.839467325750524240e-02
7.527466677454301980e-01 1.335266624099414878e-01
7.923447225163591234e-01 1.932217486450299171e-01
8.467581999931640402e-01 2.444297464231875716e-01
9.157579076894235559e-01 2.829061940385082519e-01
9.976376757937019946e-01 3.031246640855594365e-01
1.087947297282795711e+00 2.987872893297552346e-01
1.178280474597099170e+00 2.644368954370448499e-01
1.256178365260068430e+00 1.983682514317076928e-01
1.307550056569462438e+00 1.058359666804143534e-01
1.321765019027659305e+00 4.116996110531659269e-16
