9.523809523809522171e-01 0.000000000000000000e+00 1.985050851611322165e-01 9.802720254870726790e-02 2.057814796668300250e-01 -3.919647231749142646e-01 9.954751131221719618e-01 9.049773755656108642e-01 9.954751131221719618e-01 -9.049773755656108642e-01
9.519277459454209556e-01 0.000000000000000000e+00 1.984901912573388827e-01 9.800775028105865316e-02 2.058370919537727550e-01 -3.918840779510304739e-01 9.953887730564404679e-01 9.040771639639760826e-01 9.953887730564404679e-01 -9.040771639639760826e-01
9.514658299833317345e-01 0.000000000000000000e+00 1.984749976103981350e-01 9.798791060066157355e-02 2.058937831386217221e-01 -3.918017985247936874e-01 9.952999399815618542e-01 9.031597734786868115e-01 9.952999399815618542e-01 -9.031597734786868115e-01
9.509949509949510160e-01 0.000000000000000000e+00 1.984594950803699465e-01 9.796767181798266000e-02 2.059515848819546968e-01 -3.917178347442939468e-01 9.952085170655111668e-01 9.022247088459135478e-01 9.952085170655111668e-01 -9.022247088459135478e-01
9.505148455463360291e-01 0.000000000000000000e+00 1.984436741519244318e-01 9.794702176844798103e-02 2.060105300935076988e-01 -3.916321343854986536e-01 9.951144027327680774e-01 9.012714556280394529e-01 9.951144027327680774e-01 -9.012714556280394529e-01
9.500252397778899960e-01 0.000000000000000000e+00 1.984275249148710896e-01 9.792594778806539002e-02 2.060706529942946397e-01 -3.915446430441822390e-01 9.950174903829583917e-01 9.002994792791960688e-01 9.950174903829583917e-01 -9.002994792791960688e-01
9.495258488834505961e-01 0.000000000000000000e+00 1.984110370434632731e-01 9.790443668753040507e-02 2.061319891824633932e-01 -3.914553040210256296e-01 9.949176680898440539e-01 8.993082241557588397e-01 9.949176680898440539e-01 -8.993082241557588397e-01
9.490163765578328858e-01 0.000000000000000000e+00 1.983941997743876862e-01 9.788247472470391897e-02 2.061945757031543036e-01 -3.913640581993745315e-01 9.948148182790876870e-01 8.982971124680040331e-01 9.948148182790876870e-01 -8.982971124680040331e-01
9.484965144105711454e-01 0.000000000000000000e+00 1.983770018833401483e-01 9.786004757534179366e-02 2.062584511226469297e-01 -3.912708439151074691e-01 9.947088173830568314e-01 8.972655431688053573e-01 9.947088173830568314e-01 -8.972655431688053573e-01
9.479659413434247117e-01 0.000000000000000000e+00 1.983594316600796603e-01 9.783714030194427813e-02 2.063236556071038341e-01 -3.911755968180095633e-01 9.945995354707863889e-01 8.962128907749352669e-01 9.945995354707863889e-01 -8.962128907749352669e-01
9.474243228890069091e-01 0.000000000000000000e+00 1.983414768818460017e-01 9.781373732058418202e-02 2.063902310062481760e-01 -3.910782497240007372e-01 9.944868358510359219e-01 8.951385041161695755e-01 9.944868358510359219e-01 -8.951385041161695755e-01
9.468713105076740355e-01 0.000000000000000000e+00 1.983231247850123224e-01 9.778982236555787411e-02 2.064582209423367898e-01 -3.909787324575066947e-01 9.943705746461800610e-01 8.940417050069915383e-01 9.943705746461800610e-01 -8.940417050069915383e-01
9.463065408395704425e-01 0.000000000000000000e+00 1.983043620348360625e-01 9.776537845169165630e-02 2.065276709048252113e-01 -3.908769716831967389e-01 9.942506003344682153e-01 8.929217868352791188e-01 9.942506003344682153e-01 -8.929217868352791188e-01
9.457296349084529652e-01 0.000000000000000000e+00 1.982851746931563186e-01 9.774038783411904963e-02 2.065986283511514199e-01 -3.907728907262432716e-01 9.941267532579349808e-01 8.917780130618705448e-01 9.941267532579349808e-01 -8.917780130618705448e-01
9.451401972736340751e-01 0.000000000000000000e+00 1.982655481838743183e-01 9.771483196532956828e-02 2.066711428141039808e-01 -3.906664093801793247e-01 9.939988650929931779e-01 8.906096156244006634e-01 9.939988650929931779e-01 -8.906096156244006634e-01
9.445378151260502841e-01 0.000000000000000000e+00 1.982454672560369224e-01 9.768869144927026793e-02 2.067452660162817091e-01 -3.905574437013455413e-01 9.938667582804393552e-01 8.894157932382276144e-01 9.938667582804393552e-01 -8.894157932382276144e-01
9.439220573241190460e-01 0.000000000000000000e+00 1.982249159443265074e-01 9.766194599226139805e-02 2.068210519921938884e-01 -3.904459057888204909e-01 9.937302454112830752e-01 8.881957095866563900e-01 9.937302454112830752e-01 -8.881957095866563900e-01
9.432924733646464999e-01 0.000000000000000000e+00 1.982038775267428166e-01 9.763457435046514477e-02 2.068985572186041455e-01 -3.903317035486278952e-01 9.935891285644439241e-01 8.869484913919808422e-01 9.935891285644439241e-01 -8.869484913919808422e-01
9.426485922836288500e-01 0.000000000000000000e+00 1.981823344792403296e-01 9.760655427362203984e-02 2.069778407537700704e-01 -3.902147404408929376e-01 9.934431985919676134e-01 8.856732263581248432e-01 9.934431985919676134e-01 -8.856732263581248432e-01
9.419899214813078903e-01 0.000000000000000000e+00 1.981602684270633852e-01 9.757786244474137005e-02 2.070589643862948970e-01 -3.900949152084937088e-01 9.932922343469521298e-01 8.843689609748339731e-01 9.932922343469521298e-01 -8.843689609748339731e-01
9.413159454653229341e-01 0.000000000000000000e+00 1.981376600924943665e-01 9.754847441540259734e-02 2.071419927943712880e-01 -3.899721215856095102e-01 9.931360018488883945e-01 8.830346981724719324e-01 9.931360018488883945e-01 -8.830346981724719324e-01
9.406261245052176534e-01 0.000000000000000000e+00 1.981144892387037282e-01 9.751836453629066093e-02 2.072269937162715681e-01 -3.898462479844072570e-01 9.929742533805517857e-01 8.816693948154764593e-01 9.929742533805517857e-01 -8.816693948154764593e-01
9.399198931909212851e-01 0.000000000000000000e+00 1.980907346093568888e-01 9.748750588254961880e-02 2.073140381330193516e-01 -3.897171771579321931e-01 9.928067265099655980e-01 8.802719590214305168e-01 9.928067265099655980e-01 -8.802719590214305168e-01
9.391966588871146771e-01 0.000000000000000000e+00 1.980663738636007920e-01 9.745587017349927050e-02 2.074032004642658855e-01 -3.895847858370659611e-01 9.926331430302526293e-01 8.788412472914904905e-01 9.926331430302526293e-01 -8.788412472914904905e-01
9.384558000745990558e-01 0.000000000000000000e+00 1.980413835060111927e-01 9.742342768621060911e-02 2.074945587784963186e-01 -3.894489443391993544e-01 9.924532078094121523e-01 8.773760614365708754e-01 9.924532078094121523e-01 -8.773760614365708754e-01
9.376966645689113200e-01 0.000000000000000000e+00 1.980157388110396210e-01 9.739014716238621194e-02 2.075881950187986602e-01 -3.893095161460163878e-01 9.922666075411818998e-01 8.758751452822043371e-01 9.922666075411818998e-01 -8.758751452822043371e-01
9.369185676054542222e-01 0.000000000000000000e+00 1.979894137414498212e-01 9.735599570793157520e-02 2.076841952455517892e-01 -3.891663574475077714e-01 9.920730093871550359e-01 8.743371811333450205e-01 9.920730093871550359e-01 -8.743371811333450205e-01
9.361207897793262234e-01 0.000000000000000000e+00 1.979623808601774504e-01 9.732093868453980945e-02 2.077826498975258174e-01 -3.890193166490261700e-01 9.918720594992115336e-01 8.727607859785638800e-01 9.918720594992115336e-01 -8.727607859785638800e-01
