4.000000000000000000e+00 0.000000000000000000e+00
3.949339520698341488e+00 -3.865423052421319006e-01
3.805569876960013698e+00 -7.385711180208802684e-01
3.590227187940612463e+00 -1.030244960519149711e+00
3.330881356013569938e+00 -1.248853943513432041e+00
3.053783689384721445e+00 -1.394031429118958831e+00
2.779373537344753231e+00 -1.473753855510301802e+00
2.521051111717212745e+00 -1.499852276291058439e+00
2.286069676085643820e+00 -1.484666230676073173e+00
2.077222467873711675e+00 -1.439186978237784409e+00
1.894484661545611459e+00 -1.372352423722298598e+00
1.736275057708456693e+00 -1.291016735957275952e+00
1.600301649749421351e+00 -1.200226178083275475e+00
1.484074139397821179e+00 -1.103582641110181006e+00
1.385186642770064980e+00 -1.003589148278178911e+00
1.301455950929515604e+00 -9.019380036553111823e-01
1.230975354975450742e+00 -7.997352376382557138e-01
1.172122558382049595e+00 -6.976686176417620233e-01
1.123544936722605136e+00 -5.961304041717910840e-01
1.084135515948101869e+00 -4.953057265976763546e-01
1.053006995742434837e+00 -3.952356836492195158e-01
1.029467608866419193e+00 -2.958622764513132442e-01
1.013000623206570250e+00 -1.970605323649338159e-01
1.003248234320037069e+00 -9.866180585167380612e-02
1.000000074022036056e+00 -4.712389019144490126e-04
