9.999000099990001944e-01 9.999000099990001597e-03 4.015983614786851064e-01 -1.987911889319491365e-01 1.999992000031999839e-01 3.999984000063999527e-04 9.801999607920014457e-01 9.998039600078415523e-01 1.020199959192001682e+00 -9.997959600081616216e-01 5.057918221555026683e+00 -4.502558800828284635e-01 3.983984382781219358e-01 2.011912113304515914e-01
9.998980216236610374e-01 1.009791942678184805e-02 4.016141603903681800e-01 -1.987791396729640114e-01 1.999991840931125975e-01 4.039563240889144707e-04 9.800060381765521855e-01 9.998001007654491179e-01 1.020401833700748107e+00 -9.997918609298872550e-01 5.058367670405164773e+00 -4.477442291368589622e-01 3.983825757158062086e-01 2.012029105752276559e-01
9.998959733448066212e-01 1.019881530611331522e-02 4.016302747385678829e-01 -1.987668477958696167e-01 1.999991677036406790e-01 4.079933567414057794e-04 9.798082798044752684e-01 9.997961264355577082e-01 1.020607783498592935e+00 -9.997876370806327850e-01 5.058823553077379742e+00 -4.451816847288694867e-01 3.983663957989136972e-01 2.012148418920435278e-01
9.998938627318623151e-01 1.030174757107444640e-02 4.016467140651551193e-01 -1.987543058986171729e-01 1.999991508153299569e-01 4.121118936563152881e-04 9.796065707450312132e-01 9.997920323963492839e-01 1.020817933233558739e+00 -9.997832833448870860e-01 5.059285984964294158e+00 -4.425666884118655831e-01 3.983498889077250471e-01 2.012270122549794371e-01
9.998916872297187730e-01 1.040677849408559383e-02 4.016634883007615398e-01 -1.987415062749720573e-01 1.999991334077292349e-01 4.163144282456937746e-04 9.794007914300933981e-01 9.997878137916532681e-01 1.021032412688822388e+00 -9.997787943422720147e-01 5.059755082839319407e+00 -4.398976176299720930e-01 3.983330450297691283e-01 2.012394289203695841e-01
9.998894441509998954e-01 1.051397291247466691e-02 4.016806077847826506e-01 -1.987284408987272932e-01 1.999991154593284970e-01 4.206035566749552349e-04 9.791908174178958202e-01 9.997834655165409590e-01 1.021251357049879793e+00 -9.997741644109126025e-01 5.060230964752401306e+00 -4.371727823969914217e-01 3.983158537395734555e-01 2.012520994412268782e-01
9.998871306677584725e-01 1.062339836189183165e-02 4.016980832866268725e-01 -1.987151014069228061e-01 1.999990969474922109e-01 4.249819832110265949e-04 9.789765191421910817e-01 9.997789822018771089e-01 1.021474907188563597e+00 -9.997693875895792281e-01 5.060713749908054560e+00 -4.343904217668984602e-01 3.982983041771477883e-01 2.012650316825606855e-01
9.998847438025597611e-01 1.073512521813831805e-02 4.017159260283058031e-01 -1.987014790819978949e-01 1.999990778483881071e-01 4.294525259080451745e-04 9.787577616457535656e-01 9.997743581977391880e-01 1.021703209965166614e+00 -9.997644575984924176e-01 5.061203558523561519e+00 -4.315487000809508644e-01 3.982803850251091515e-01 2.012782338376540858e-01
9.998822804189001490e-01 1.084922684803497385e-02 4.017341477084618862e-01 -1.986875648327963706e-01 1.999990581369104625e-01 4.340181226557241097e-04 9.785344042970826051e-01 9.997695875556119605e-01 1.021936418550033032e+00 -9.997593678186754707e-01 5.061700511664938951e+00 -4.286457029747927083e-01 3.982620844843460794e-01 2.012917144453706397e-01
9.998797372108971793e-01 1.096577977000983729e-02 4.017527605279447300e-01 -1.986733491743375990e-01 1.999990377865974722e-01 4.386818376176614392e-04 9.783063004890516501e-01 9.997646640092500148e-01 1.022174692766095738e+00 -9.997541112697306831e-01 5.062204731057986073e+00 -4.256794331275102206e-01 3.982433902481121168e-01 2.013054824085671046e-01
9.998771106921959806e-01 1.108486382514304799e-02 4.017717772170509294e-01 -1.986588222062585229e-01 1.999990167695421539e-01 4.434468680892424261e-04 9.780732973181465173e-01 9.997595809540920087e-01 1.022418199453969168e+00 -9.997486805858969428e-01 5.062716338871403821e+00 -4.226478057330295135e-01 3.982242894744304484e-01 2.013195470136972254e-01
9.998743971840159395e-01 1.120656235947215841e-02 4.017912110645573964e-01 -1.986439735898247738e-01 1.999989950562973129e-01 4.483165518073912114e-04 9.778352352428253402e-01 9.997543314251052804e-01 1.022667112861350258e+00 -9.997430679902366002e-01 5.063235457468638678e+00 -4.195486436725382462e-01 3.982047687566773186e-01 2.013339179516948352e-01
9.998715928022634536e-01 1.133096241843224369e-02 4.018110759486848149e-01 -1.986287925233968799e-01 1.999989726157714864e-01 4.532943747472843927e-04 9.775919477193865115e-01 9.997489080729166089e-01 1.022921615058632883e+00 -9.997372652667820825e-01 5.063762209124642588e+00 -4.163796723647180675e-01 3.981848140922047419e-01 2.013486053402374631e-01
9.998686934436296081e-01 1.145815495438353218e-02 4.018313863701459820e-01 -1.986132677162314453e-01 1.999989494151183100e-01 4.583839794443039599e-04 9.773432608136105593e-01 9.997433031380803525e-01 1.023181896382823863e+00 -9.997312637304567318e-01 5.064296715703340723e+00 -4.131385142685096157e-01 3.981644108488473499e-01 2.013636197474955591e-01
9.998656947705714115e-01 1.158823504826581204e-02 4.018521574874416302e-01 -1.985973873604817141e-01 1.999989254196156419e-01 4.635891738829770099e-04 9.770889927862623781e-01 9.997375084233121045e-01 1.023448155912028978e+00 -9.997250541945645885e-01 5.064839098291025188e+00 -4.098226830108399055e-01 3.981435437291442891e-01 2.013789722174862962e-01
9.998625921950852202e-01 1.172130214651432092e-02 4.018734051545850283e-01 -1.985811391012532179e-01 1.999989005925361940e-01 4.689139409984862728e-04 9.768289536503879100e-01 9.997315152635052327e-01 1.023720601972996302e+00 -9.997186269356187482e-01 5.065389476780336686e+00 -4.064295771092246712e-01 3.981221967320944244e-01 2.013946742971589321e-01
9.998593808611482281e-01 1.185746031447696032e-02 4.018951459614538702e-01 -1.985645100045539679e-01 1.999988748950063400e-01 4.743624488405755830e-04 9.765629446981368700e-01 9.997253144933250235e-01 1.023999452684430933e+00 -9.997119716552602675e-01 5.065947969398807871e+00 -4.029564732563797325e-01 3.981003531122412897e-01 2.014107380653510637e-01
9.998560556257105603e-01 1.199681850768941072e-02 4.019173972769838343e-01 -1.985474865229652497e-01 1.999988482858541805e-01 4.799390614543585566e-04 9.762907579946342729e-01 9.997188964121518362e-01 1.024284936539065383e+00 -9.997050774389883987e-01 5.066514692175195123e+00 -3.994005191308992453e-01 3.980779953358701828e-01 2.014271761637689562e-01
9.998526110380933085e-01 1.213949086249340760e-02 4.019401772954402929e-01 -1.985300544588405325e-01 1.999988207214446201e-01 4.856483505377242639e-04 9.760121758361970379e-01 9.997122507461265739e-01 1.024577293027737701e+00 -9.996979327113908464e-01 5.067089758335976413e+00 -3.957587256946692444e-01 3.980551050340753738e-01 2.014440018301585089e-01
9.998490413176425173e-01 1.228559700762649025e-02 4.019635050860278502e-01 -1.985121989248237184e-01 1.999987921554998715e-01 4.914951079407842366e-04 9.757269701699248232e-01 9.997053666070159217e-01 1.024876773309068234e+00 -9.996905251875348730e-01 5.067673277623382155e+00 -3.920279589339141224e-01 3.980316629524340843e-01 2.014612289338496010e-01
9.998453403294650377e-01 1.243526239856997812e-02 4.019874006461219285e-01 -1.984939043014550542e-01 1.999987625389058055e-01 4.974843590791877936e-04 9.754349019714215752e-01 9.996982324475952586e-01 1.025183640928659656e+00 -9.996828418201326727e-01 5.068265355525280569e+00 -3.882049309966146278e-01 3.980076488969961912e-01 2.014788720138751821e-01
