1.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000111e-01 2.000000000000000111e-01 2.000000000000000111e-01 -5.000000000000000000e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00
1.020202020202020110e+00 0.000000000000000000e+00 2.202020202020202044e-01 2.000000000000000111e-01 2.202020202020202044e-01 -5.000000000000000000e-01 1.020202020202020110e+00 1.000000000000000000e+00 1.020202020202020110e+00 -1.000000000000000000e+00
1.040404040404040442e+00 0.000000000000000000e+00 2.404040404040404255e-01 2.000000000000000111e-01 2.404040404040404255e-01 -5.000000000000000000e-01 1.040404040404040442e+00 1.000000000000000000e+00 1.040404040404040442e+00 -1.000000000000000000e+00
1.060606060606060552e+00 0.000000000000000000e+00 2.606060606060606188e-01 2.000000000000000111e-01 2.606060606060606188e-01 -5.000000000000000000e-01 1.060606060606060552e+00 1.000000000000000000e+00 1.060606060606060552e+00 -1.000000000000000000e+00
1.080808080808080884e+00 0.000000000000000000e+00 2.808080808080808399e-01 2.000000000000000111e-01 2.808080808080808399e-01 -5.000000000000000000e-01 1.080808080808080884e+00 1.000000000000000000e+00 1.080808080808080884e+00 -1.000000000000000000e+00
1.101010101010100994e+00 0.000000000000000000e+00 3.010101010101010610e-01 2.000000000000000111e-01 3.010101010101010610e-01 -5.000000000000000000e-01 1.101010101010100994e+00 1.000000000000000000e+00 1.101010101010100994e+00 -1.000000000000000000e+00
1.121212121212121327e+00 0.000000000000000000e+00 3.212121212121212266e-01 2.000000000000000111e-01 3.212121212121212266e-01 -5.000000000000000000e-01 1.121212121212121327e+00 1.000000000000000000e+00 1.121212121212121327e+00 -1.000000000000000000e+00
1.141414141414141437e+00 0.000000000000000000e+00 3.414141414141414477e-01 2.000000000000000111e-01 3.414141414141414477e-01 -5.000000000000000000e-01 1.141414141414141437e+00 1.000000000000000000e+00 1.141414141414141437e+00 -1.000000000000000000e+00
1.161616161616161769e+00 0.000000000000000000e+00 3.616161616161616688e-01 2.000000000000000111e-01 3.616161616161616688e-01 -5.000000000000000000e-01 1.161616161616161769e+00 1.000000000000000000e+00 1.161616161616161769e+00 -1.000000000000000000e+00
1.181818181818181879e+00 0.000000000000000000e+00 3.818181818181818898e-01 2.000000000000000111e-01 3.818181818181818898e-01 -5.000000000000000000e-01 1.181818181818181879e+00 1.000000000000000000e+00 1.181818181818181879e+00 -1.000000000000000000e+00
1.202020202020201989e+00 0.000000000000000000e+00 4.020202020202020554e-01 2.000000000000000111e-01 4.020202020202020554e-01 -5.000000000000000000e-01 1.202020202020201989e+00 1.000000000000000000e+00 1.202020202020201989e+00 -1.000000000000000000e+00
1.222222222222222321e+00 0.000000000000000000e+00 4.222222222222222765e-01 2.000000000000000111e-01 4.222222222222222765e-01 -5.000000000000000000e-01 1.222222222222222321e+00 1.000000000000000000e+00 1.222222222222222321e+00 -1.000000000000000000e+00
1.242424242424242431e+00 0.000000000000000000e+00 4.424242424242424421e-01 2.000000000000000111e-01 4.424242424242424421e-01 -5.000000000000000000e-01 1.242424242424242431e+00 1.000000000000000000e+00 1.242424242424242431e+00 -1.000000000000000000e+00
1.262626262626262763e+00 0.000000000000000000e+00 4.626262626262626076e-01 2.000000000000000111e-01 4.626262626262626076e-01 -5.000000000000000000e-01 1.262626262626262763e+00 1.000000000000000000e+00 1.262626262626262763e+00 -1.000000000000000000e+00
1.282828282828282873e+00 0.000000000000000000e+00 4.828282828282828287e-01 2.000000000000000111e-01 4.828282828282828287e-01 -5.000000000000000000e-01 1.282828282828282873e+00 1.000000000000000000e+00 1.282828282828282873e+00 -1.000000000000000000e+00
1.303030303030303205e+00 0.000000000000000000e+00 5.030303030303030498e-01 2.000000000000000111e-01 5.030303030303030498e-01 -5.000000000000000000e-01 1.303030303030303205e+00 1.000000000000000000e+00 1.303030303030303205e+00 -1.000000000000000000e+00
1.323232323232323315e+00 0.000000000000000000e+00 5.232323232323232709e-01 2.000000000000000111e-01 5.232323232323232709e-01 -5.000000000000000000e-01 1.323232323232323315e+00 1.000000000000000000e+00 1.323232323232323315e+00 -1.000000000000000000e+00
1.343434343434343425e+00 0.000000000000000000e+00 5.434343434343434920e-01 2.000000000000000111e-01 5.434343434343434920e-01 -5.000000000000000000e-01 1.343434343434343425e+00 1.000000000000000000e+00 1.343434343434343425e+00 -1.000000000000000000e+00
